user_genome,classification,fastani_reference,fastani_reference_radius,fastani_taxonomy,fastani_ani,fastani_af,closest_placement_reference,closest_placement_taxonomy,closest_placement_ani,closest_placement_af,pplacer_taxonomy,classification_method,note,"other_related_references(genome_id,species_name,radius,ANI,AF)",aa_percent,translation_table,red_value,warnings
NAO-all-SRF-0-8-5-00-bin-336,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Herbaspirillum;s__Herbaspirillum huttiense,GCF_000478365.1,95.0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Herbaspirillum;s__Herbaspirillum huttiense,97.74,0.88,GCF_000478365.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Herbaspirillum;s__Herbaspirillum huttiense,97.74,0.88,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Herbaspirillum;s__,ANI/Placement,topological placement and ANI have congruent species assignments,"GCF_002213425.1, s__Herbaspirillum aquaticum, 95.0, 93.06, 0.85; GCF_000261365.1, s__Herbaspirillum sp000261365, 95.0, 90.67, 0.86; GCF_001040945.1, s__Herbaspirillum seropedicae, 95.0, 88.16, 0.74; GCF_001591225.1, s__Herbaspirillum rubrisubalbicans, 95.0, 88.1, 0.77; GCF_000300975.2, s__Herbaspirillum frisingense, 95.0, 87.68, 0.77; GCF_002213415.1, s__Herbaspirillum robiniae, 95.0, 85.77, 0.68; GCF_001189955.1, s__Herbaspirillum chlorophenolicum, 95.0, 84.33, 0.62; GCF_000282575.1, s__Herbaspirillum sp000282575, 95.0, 82.87, 0.62; GCF_000256565.1, s__Herbaspirillum lusitanum, 95.0, 81.74, 0.59; GCF_001189965.1, s__Herbaspirillum rhizosphaerae, 95.0, 81.16, 0.52; GCF_000282135.1, s__Herbaspirillum sp000282135, 95.0, 80.99, 0.5; GCF_001267925.1, s__Herbaspirillum hiltneri, 95.0, 80.96, 0.55; GCF_000577615.1, s__Herbaspirillum sp000577615, 95.0, 80.87, 0.44; GCF_002257565.1, s__Herbaspirillum sp002257565, 95.0, 79.6, 0.43; GCF_001189915.1, s__Herbaspirillum autotrophicum, 95.0, 78.75, 0.34",98.87,11,,
NAO-all-MES-0-8-5-00-bin-51,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Herbaspirillum;s__Herbaspirillum huttiense,GCF_000478365.1,95.0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Herbaspirillum;s__Herbaspirillum huttiense,97.75,0.88,GCF_000478365.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Herbaspirillum;s__Herbaspirillum huttiense,97.75,0.88,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Herbaspirillum;s__,ANI/Placement,topological placement and ANI have congruent species assignments,"GCF_002213425.1, s__Herbaspirillum aquaticum, 95.0, 93.11, 0.84; GCF_000261365.1, s__Herbaspirillum sp000261365, 95.0, 90.65, 0.85; GCF_001591225.1, s__Herbaspirillum rubrisubalbicans, 95.0, 88.09, 0.76; GCF_001040945.1, s__Herbaspirillum seropedicae, 95.0, 88.04, 0.74; GCF_000300975.2, s__Herbaspirillum frisingense, 95.0, 87.67, 0.76; GCF_002213415.1, s__Herbaspirillum robiniae, 95.0, 85.59, 0.68; GCF_001189955.1, s__Herbaspirillum chlorophenolicum, 95.0, 84.29, 0.61; GCF_000282575.1, s__Herbaspirillum sp000282575, 95.0, 82.87, 0.63; GCF_000256565.1, s__Herbaspirillum lusitanum, 95.0, 81.69, 0.59; GCF_001189965.1, s__Herbaspirillum rhizosphaerae, 95.0, 80.96, 0.52; GCF_001267925.1, s__Herbaspirillum hiltneri, 95.0, 80.95, 0.54; GCF_000282135.1, s__Herbaspirillum sp000282135, 95.0, 80.95, 0.51; GCF_000577615.1, s__Herbaspirillum sp000577615, 95.0, 80.66, 0.45; GCF_002257565.1, s__Herbaspirillum sp002257565, 95.0, 79.53, 0.43; GCF_001189915.1, s__Herbaspirillum autotrophicum, 95.0, 78.78, 0.33",91.07,11,,
NPO-all-DCM-0-8-5-00-bin-262,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Acidovorax_D;s__Acidovorax_D sp000302535,GCF_000302535.1,95.0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Acidovorax_D;s__Acidovorax_D sp000302535,95.59,0.74,GCF_000302535.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Acidovorax_D;s__Acidovorax_D sp000302535,95.59,0.74,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Acidovorax_D;s__,ANI/Placement,topological placement and ANI have congruent species assignments,"GCF_002754175.1, s__Acidovorax_D sp002754175, 95.0, 92.21, 0.75; GCF_003058055.1, s__Acidovorax_D sp003058055, 95.0, 91.94, 0.73; GCF_001633105.1, s__Acidovorax_D sp001633105, 95.0, 88.72, 0.7; GCF_002245625.1, s__Acidovorax_D kalamii, 95.0, 88.52, 0.69; GCF_001411535.1, s__Acidovorax_D sp001411535, 95.0, 87.33, 0.67; GCF_003060895.1, s__Acidovorax_D sp003060895, 95.0, 87.05, 0.68; GCF_000238595.1, s__Acidovorax_D sp000238595, 95.0, 86.44, 0.59; GCF_000204195.1, s__Acidovorax_D radicis, 95.0, 86.36, 0.67; GCF_002797445.1, s__Acidovorax_D sp002797445, 95.0, 86.13, 0.67; GCF_001424425.1, s__Acidovorax_D sp001424425, 95.0, 85.71, 0.66; GCF_001422735.1, s__Acidovorax_D sp001422735, 95.0, 85.47, 0.66; GCF_001714725.1, s__Acidovorax_D sp001714725, 95.0, 85.21, 0.59; GCA_001464865.1, s__Acidovorax_D sp001464865, 95.0, 84.27, 0.62; GCF_002754495.1, s__Acidovorax_D sp002754495, 95.0, 84.25, 0.59; GCF_000935585.1, s__Acidovorax_D temperans, 95.0, 84.11, 0.57; GCA_002377855.1, s__Acidovorax_D delafieldii_A, 95.0, 83.15, 0.59",91.77,11,,
NAO-all-SRF-0-8-5-00-bin-181,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Acidovorax_D;s__Acidovorax_D sp000302535,GCF_000302535.1,95.0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Acidovorax_D;s__Acidovorax_D sp000302535,95.81,0.85,GCF_000302535.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Acidovorax_D;s__Acidovorax_D sp000302535,95.81,0.85,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Acidovorax_D;s__,ANI/Placement,topological placement and ANI have congruent species assignments,"GCF_002754175.1, s__Acidovorax_D sp002754175, 95.0, 92.34, 0.85; GCF_003058055.1, s__Acidovorax_D sp003058055, 95.0, 92.13, 0.84; GCF_001633105.1, s__Acidovorax_D sp001633105, 95.0, 88.73, 0.8; GCF_002245625.1, s__Acidovorax_D kalamii, 95.0, 88.59, 0.79; GCF_001411535.1, s__Acidovorax_D sp001411535, 95.0, 87.39, 0.76; GCF_003060895.1, s__Acidovorax_D sp003060895, 95.0, 87.23, 0.72; GCF_000238595.1, s__Acidovorax_D sp000238595, 95.0, 86.61, 0.65; GCF_000204195.1, s__Acidovorax_D radicis, 95.0, 86.43, 0.76; GCF_002797445.1, s__Acidovorax_D sp002797445, 95.0, 86.29, 0.76; GCF_001424425.1, s__Acidovorax_D sp001424425, 95.0, 85.76, 0.76; GCF_001422735.1, s__Acidovorax_D sp001422735, 95.0, 85.51, 0.75; GCF_001714725.1, s__Acidovorax_D sp001714725, 95.0, 85.43, 0.64; GCF_002754495.1, s__Acidovorax_D sp002754495, 95.0, 84.54, 0.65; GCA_001464865.1, s__Acidovorax_D sp001464865, 95.0, 84.33, 0.64; GCF_000935585.1, s__Acidovorax_D temperans, 95.0, 84.21, 0.6; GCA_002377855.1, s__Acidovorax_D delafieldii_A, 95.0, 83.37, 0.6",88.04,11,,
NPO-all-SRF-0-8-5-00-bin-60,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Variovorax;s__Variovorax sp900115375,GCF_900115375.1,95.0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Variovorax;s__Variovorax sp900115375,96.15,0.87,GCF_900115375.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Variovorax;s__Variovorax sp900115375,96.15,0.87,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Variovorax;s__,ANI/Placement,topological placement and ANI have congruent species assignments,"GCF_003053685.1, s__Variovorax sp003053685, 95.0, 87.5, 0.66; GCF_001591345.1, s__Variovorax boronicumulans, 95.0, 87.37, 0.69; GCF_001426505.1, s__Variovorax sp001426505, 95.0, 87.33, 0.75; GCF_000382045.1, s__Variovorax paradoxus_A, 95.0, 87.2, 0.65; GCF_900109805.1, s__Variovorax sp900109805, 95.0, 87.15, 0.63; GCF_900112425.1, s__Variovorax sp900112425, 95.0, 86.95, 0.66; GCF_000282635.1, s__Variovorax sp000282635, 95.0, 86.93, 0.7; GCF_003019815.1, s__Variovorax sp003019815, 95.0, 86.91, 0.68; GCF_001425205.1, s__Variovorax sp001425205, 95.0, 86.9, 0.67; GCF_002754375.1, s__Variovorax sp002754375, 95.0, 86.89, 0.68; GCF_000834655.1, s__Variovorax paradoxus_F, 95.0, 86.83, 0.68; GCF_001591365.1, s__Variovorax paradoxus, 95.0, 86.82, 0.64; GCF_900115685.1, s__Variovorax sp900115685, 95.0, 86.75, 0.66; GCF_900106655.1, s__Variovorax sp900106655, 95.0, 86.74, 0.66; GCA_001899795.1, s__Variovorax sp001899795, 95.0, 86.73, 0.64; GCA_003096925.1, s__Variovorax sp003096925, 95.0, 86.64, 0.64; GCF_000184745.1, s__Variovorax paradoxus_C, 95.0, 86.61, 0.7; GCF_900100965.1, s__Variovorax sp900100965, 95.0, 86.57, 0.68; GCF_000463015.1, s__Variovorax paradoxus_E, 95.0, 86.1, 0.63; GCF_900099805.1, s__Variovorax sp900099805, 95.0, 85.31, 0.6; GCF_001424835.1, s__Variovorax sp001424835, 95.0, 85.25, 0.66; GCF_900101545.1, s__Variovorax sp900101545, 95.0, 84.16, 0.56; GCF_003014875.1, s__Variovorax sp003014875, 95.0, 83.99, 0.5; GCF_002157355.1, s__Variovorax sp002157355, 95.0, 83.94, 0.55; GCF_001984055.1, s__Variovorax sp001984055, 95.0, 83.35, 0.55; GCF_001541225.1, s__Variovorax sp001541225, 95.0, 83.33, 0.47; GCF_900114785.1, s__Variovorax sp900114785, 95.0, 83.3, 0.56; GCF_900090195.1, s__Variovorax sp900090195, 95.0, 83.28, 0.44; GCF_001577265.1, s__Variovorax sp001577265, 95.0, 83.19, 0.66; GCF_001591385.1, s__Variovorax soli, 95.0, 83.15, 0.63; GCF_900107745.1, s__Variovorax sp900107745, 95.0, 82.69, 0.49; GCF_000620225.1, s__Variovorax sp000620225, 95.0, 81.42, 0.45",86.17,11,,
NAO-all-SRF-0-8-5-00-bin-424,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Pelomonas;s__Pelomonas puraquae,GCF_002205845.1,95.0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Pelomonas;s__Pelomonas puraquae,98.28,0.85,GCF_002205845.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Pelomonas;s__Pelomonas puraquae,98.28,0.85,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Pelomonas;s__,ANI/Placement,topological placement and ANI have congruent species assignments,"GCF_001426885.1, s__Pelomonas sp001426885, 95.0, 84.69, 0.63; GCF_001425055.1, s__Pelomonas sp001425055, 95.0, 84.27, 0.66; GCF_001425705.1, s__Pelomonas sp001425705, 95.0, 84.1, 0.64; GCF_001425165.1, s__Pelomonas sp001425165, 95.0, 84.05, 0.63; GCA_003241055.1, s__Pelomonas depolymerans, 95.0, 83.6, 0.62",78.35,11,,
IO-all-SRF-0-8-5-00-bin-379,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Limnobacter;s__Limnobacter sp002954425,GCF_002954425.1,95.0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Limnobacter;s__Limnobacter sp002954425,96.05,0.92,GCF_002954425.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Limnobacter;s__Limnobacter sp002954425,96.05,0.92,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Limnobacter;s__,ANI/Placement,topological placement and ANI have congruent species assignments,"GCA_001601825.1, s__Limnobacter sp001601825, 95.0, 90.09, 0.83; GCF_000170915.1, s__Limnobacter sp000170915, 95.0, 88.86, 0.84",92.2,11,,
RS-all-SRF-0-8-5-00-bin-75,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Limnobacter;s__Limnobacter sp002954425,GCF_002954425.1,95.0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Limnobacter;s__Limnobacter sp002954425,96.16,0.89,GCF_002954425.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Limnobacter;s__Limnobacter sp002954425,96.16,0.89,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Limnobacter;s__,ANI/Placement,topological placement and ANI have congruent species assignments,"GCA_001601825.1, s__Limnobacter sp001601825, 95.0, 90.1, 0.84; GCF_000170915.1, s__Limnobacter sp000170915, 95.0, 88.93, 0.82",98.83,11,,
NPO-all-DCM-0-8-5-00-bin-217,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Limnobacter;s__Limnobacter sp002954425,GCF_002954425.1,95.0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Limnobacter;s__Limnobacter sp002954425,96.13,0.92,GCF_002954425.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Limnobacter;s__Limnobacter sp002954425,96.13,0.92,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Limnobacter;s__,ANI/Placement,topological placement and ANI have congruent species assignments,"GCA_001601825.1, s__Limnobacter sp001601825, 95.0, 90.05, 0.83; GCF_000170915.1, s__Limnobacter sp000170915, 95.0, 88.89, 0.84",92.22,11,,
NPO-all-MES-0-8-5-00-bin-79,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Limnobacter;s__Limnobacter sp002954425,GCF_002954425.1,95.0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Limnobacter;s__Limnobacter sp002954425,96.06,0.88,GCF_002954425.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Limnobacter;s__Limnobacter sp002954425,96.06,0.88,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Limnobacter;s__,ANI/Placement,topological placement and ANI have congruent species assignments,"GCA_001601825.1, s__Limnobacter sp001601825, 95.0, 90.09, 0.82; GCF_000170915.1, s__Limnobacter sp000170915, 95.0, 88.85, 0.81",95.14,11,,
MS-all-SRF-0-8-5-00-bin-65,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-40;g__UBA3031;s__UBA3031 sp002167745,GCA_002167745.1,95.0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-40;g__UBA3031;s__UBA3031 sp002167745,99.82,0.93,GCA_002167745.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-40;g__UBA3031;s__UBA3031 sp002167745,99.82,0.93,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-40;g__UBA3031;s__,ANI/Placement,topological placement and ANI have congruent species assignments,"GCA_003483505.1, s__UBA3031 sp003483505, 95.0, 80.74, 0.55; GCA_003485335.1, s__UBA3031 sp003485335, 95.0, 80.35, 0.63",98.25,11,,
MS-all-SRF-0-8-5-00-bin-437,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA10353;f__LS-SOB;g__UBA5682;s__UBA5682 sp002477475,GCA_002477475.1,95.0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA10353;f__LS-SOB;g__UBA5682;s__UBA5682 sp002477475,99.76,0.94,GCA_002477475.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA10353;f__LS-SOB;g__UBA5682;s__UBA5682 sp002477475,99.76,0.94,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA10353;f__LS-SOB;g__UBA5682;s__,ANI/Placement,topological placement and ANI have congruent species assignments,"GCA_002713825.1, s__UBA5682 sp002713825, 95.0, 90.49, 0.78; GCA_002694065.1, s__UBA5682 sp002694065, 95.0, 90.18, 0.78; GCA_002346525.1, s__UBA5682 sp002346525, 95.0, 85.29, 0.67; GCA_002171735.1, s__UBA5682 sp002171735, 95.0, 78.21, 0.32; GCA_003529705.1, s__UBA5682 sp003529705, 95.0, 78.04, 0.13; GCA_002327725.1, s__UBA5682 sp002327725, 95.0, 77.7, 0.27",98.0,11,,
MS-all-DCM-0-8-5-00-bin-39,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA10353;f__LS-SOB;g__UBA5682;s__UBA5682 sp002477475,GCA_002477475.1,95.0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA10353;f__LS-SOB;g__UBA5682;s__UBA5682 sp002477475,99.76,0.95,GCA_002477475.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA10353;f__LS-SOB;g__UBA5682;s__UBA5682 sp002477475,99.76,0.95,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA10353;f__LS-SOB;g__UBA5682;s__,ANI/Placement,topological placement and ANI have congruent species assignments,"GCA_002713825.1, s__UBA5682 sp002713825, 95.0, 90.5, 0.8; GCA_002694065.1, s__UBA5682 sp002694065, 95.0, 90.4, 0.78; GCA_002346525.1, s__UBA5682 sp002346525, 95.0, 85.3, 0.68; GCA_002171735.1, s__UBA5682 sp002171735, 95.0, 78.49, 0.32; GCA_003529705.1, s__UBA5682 sp003529705, 95.0, 78.1, 0.13; GCA_002327725.1, s__UBA5682 sp002327725, 95.0, 77.68, 0.28",98.12,11,,
IO-all-MES-0-8-5-00-bin-222,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA10353;f__LS-SOB;g__UBA5682;s__UBA5682 sp002327725,GCA_002327725.1,95.0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA10353;f__LS-SOB;g__UBA5682;s__UBA5682 sp002327725,99.86,0.9,GCA_002327725.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA10353;f__LS-SOB;g__UBA5682;s__UBA5682 sp002327725,99.86,0.9,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA10353;f__LS-SOB;g__UBA5682;s__,ANI/Placement,topological placement and ANI have congruent species assignments,"GCA_002171735.1, s__UBA5682 sp002171735, 95.0, 79.9, 0.44; GCA_003529705.1, s__UBA5682 sp003529705, 95.0, 78.99, 0.45; GCA_002346525.1, s__UBA5682 sp002346525, 95.0, 77.95, 0.29; GCA_002694065.1, s__UBA5682 sp002694065, 95.0, 77.91, 0.32; GCA_002477475.1, s__UBA5682 sp002477475, 95.0, 77.48, 0.27; GCA_002713825.1, s__UBA5682 sp002713825, 95.0, 77.01, 0.15",96.33,11,,
NPO-all-MES-0-8-5-00-bin-124,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA10353;f__LS-SOB;g__UBA12578;s__UBA12578 sp002729195,GCA_002729195.1,95.0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA10353;f__LS-SOB;g__UBA12578;s__UBA12578 sp002729195,98.88,0.82,GCA_002729195.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA10353;f__LS-SOB;g__UBA12578;s__UBA12578 sp002729195,98.88,0.82,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA10353;f__LS-SOB;g__;s__,ANI/Placement,topological placement and ANI have congruent species assignments,,90.2,11,,
NPO-all-MES-0-8-5-00-bin-229,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA10353;f__LS-SOB;g__UBA9619;s__UBA9619 sp002718155,GCA_002718155.1,95.0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA10353;f__LS-SOB;g__UBA9619;s__UBA9619 sp002718155,99.24,0.83,GCA_002718155.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA10353;f__LS-SOB;g__UBA9619;s__UBA9619 sp002718155,99.24,0.83,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA10353;f__LS-SOB;g__;s__,ANI/Placement,topological placement and ANI have congruent species assignments,,94.03,11,,
IO-all-MES-0-8-5-00-bin-39,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA10353;f__UBA5680;g__UBA5680;s__UBA5680 sp002420425,GCA_002420425.1,95.0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA10353;f__UBA5680;g__UBA5680;s__UBA5680 sp002420425,99.91,0.95,GCA_002420425.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA10353;f__UBA5680;g__UBA5680;s__UBA5680 sp002420425,99.91,0.95,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA10353;f__;g__;s__,ANI/Placement,topological placement and ANI have congruent species assignments,,96.65,11,,
SAO-all-SRF-0-8-5-00-bin-528,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA10353;f__UBA7415;g__UBA7415;s__UBA7415 sp002470515,GCA_002470515.1,95.0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA10353;f__UBA7415;g__UBA7415;s__UBA7415 sp002470515,98.68,0.87,GCA_002470515.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA10353;f__UBA7415;g__UBA7415;s__UBA7415 sp002470515,98.68,0.87,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA10353;f__UBA7415;g__;s__,ANI/Placement,topological placement and ANI have congruent species assignments,,98.97,11,,
MS-all-SRF-0-8-5-00-bin-606,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Ga0077536_A;f__TMED69;g__TMED69;s__TMED69 sp002170535,GCA_002170535.1,95.0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Ga0077536_A;f__TMED69;g__TMED69;s__TMED69 sp002170535,99.89,0.86,GCA_002170535.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Ga0077536_A;f__TMED69;g__TMED69;s__TMED69 sp002170535,99.89,0.86,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__;s__,ANI/Placement,topological placement and ANI have congruent species assignments,,93.63,11,,
SPO-SPSG-SRF-0-8-5-00-bin-340,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Martelella;s__Martelella sp001578105,GCF_001578105.1,95.0,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Martelella;s__Martelella sp001578105,98.6,0.93,GCF_001578105.1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Martelella;s__Martelella sp001578105,98.6,0.93,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Martelella;s__,ANI/Placement,topological placement and ANI have congruent species assignments,"GCF_003001975.1, s__Martelella mediterranea_A, 95.0, 84.45, 0.61; GCF_002043005.1, s__Martelella mediterranea, 95.0, 83.91, 0.61; GCF_000960975.1, s__Martelella endophytica, 95.0, 82.48, 0.57",83.12,11,,
SPO-all-SRF-0-8-5-00-bin-259,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Martelella;s__Martelella sp001578105,GCF_001578105.1,95.0,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Martelella;s__Martelella sp001578105,98.58,0.94,GCF_001578105.1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Martelella;s__Martelella sp001578105,98.58,0.94,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Martelella;s__,ANI/Placement,topological placement and ANI have congruent species assignments,"GCF_003001975.1, s__Martelella mediterranea_A, 95.0, 84.35, 0.62; GCF_002043005.1, s__Martelella mediterranea, 95.0, 83.39, 0.62; GCF_000960975.1, s__Martelella endophytica, 95.0, 82.3, 0.57",82.76,11,,
IO-all-SRF-0-8-5-00-bin-521,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Nitratireductor;s__Nitratireductor sp002697745,GCA_002697745.1,95.0,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Nitratireductor;s__Nitratireductor sp002697745,99.93,0.96,GCA_002697745.1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Nitratireductor;s__Nitratireductor sp002697745,99.93,0.96,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Nitratireductor;s__,ANI/Placement,topological placement and ANI have congruent species assignments,"GCF_000615975.1, s__Nitratireductor aquibiodomus, 95.0, 87.67, 0.72; GCA_003296175.1, s__Nitratireductor sp003296175, 95.0, 83.78, 0.61; GCF_000300335.1, s__Nitratireductor pacificus, 95.0, 80.65, 0.48; GCF_001050155.1, s__Nitratireductor soli, 95.0, 80.54, 0.49; GCF_000300515.1, s__Nitratireductor indicus, 95.0, 80.22, 0.4",89.42,11,,
